"Titular","Fuente","Posteado","Descripcion","Link"
"Why the blockage of the Suez Canal matters for oil prices","Morningstar","1 day ago","The importance of the Suez Canal in Egypt was laid bare for all to see on Wednesday, as oil prices rallied after a cargo ship ran aground, blocking the critical chokepoint ...","https://www.morningstar.com/news/marketwatch/20210324421/why-the-blockage-of-the-suez-canal-matters-for-oil-prices"
"Saudi oil giant Aramco to scale back spending after 2020 profit slump","Reuters via Yahoo News","5 days ago","Saudi Arabian state oil giant Aramco is betting on an Asian-led rebound in energy demand this year...","https://news.yahoo.com/saudi-aramco-cut-capex-2020-060512855.html"
"White House climate czar and Big Oil meet, talk cooperation after meeting","Reuters via Yahoo News","3 days ago","Representatives from the oil and gas industry and national climate adviser Gina McCarthy struck a...","https://news.yahoo.com/white-house-adviser-meet-oil-203819691.html"
"States sue to undo Biden pause on US oil & gas lease sales","San Francisco Chronicle","1 day ago","The suit specifically seeks an order that the government go ahead with a sale of oil and gas leases...","https://www.sfgate.com/news/article/States-sue-to-undo-Biden-pause-on-US-oil-gas-16049856.php"
"Hemp oil for anxiety: Research, products, and alternatives","Medical News Today","3 days ago","Preliminary research supports the use of hemp oil for anxiety. In this article, we discuss hemp oil...","https://www.medicalnewstoday.com/articles/hemp-oil-for-anxiety"
"EXPLAINER: Why is Biden halting federal oil and gas sales?","The Fresno Bee","2 days ago","President Joe Biden shut down oil and gas lease sales from the nation’s vast public lands and waters...","https://www.fresnobee.com/news/article250143154.html"
"Stocks slip on Wall Street as the price of oil falls back","The Columbian","7 hours ago","Stocks are slipping in early trading on Wall Street Thursday, with energy stocks taking the hardest hits as the price of oil falls back, despite a round of encouraging reports ...","https://www.columbian.com/news/2021/mar/25/stocks-slip-on-wall-street-as-the-price-of-oil-falls-back/"
"Equities, oil prices fall on concerns over Europe COVID-19 surge","Reuters via Yahoo News","3 days ago","NEW YORK (Reuters) -World equity benchmarks and oil prices drifted lower on Tuesday while safe-haven...","https://news.yahoo.com/asian-shares-wall-st-advance-235217926.html"
"Equities, oil prices fall on concerns over Europe COVID-19 surge","Reuters via Yahoo Finance","3 days ago","NEW YORK (Reuters) -World equity benchmarks and oil prices drifted lower on Tuesday while safe-haven...","https://finance.yahoo.com/news/asian-shares-wall-street-advance-235217861.html"
"Texas oil company agrees to fine for Wyoming spill","Albuquerque Journal","1 day ago","CHEYENNE, Wyo. (Associated Press) -- A Texas oil company has agreed to pay a $115,000 fine after spilling almost 20,000 gallons (73,000 liters) of wastewater and crude in ...","https://www.abqjournal.com/2373145/texas-oil-company-agrees-to-fine-for-wyoming-spill.html"
"Why the Biden administration is halting federal oil and gas sales","WBAL-TV Baltimore","2 days ago","President Joe Biden shut down oil and gas lease sales from the nation’s vast public lands and waters...","https://www.wbaltv.com/article/why-the-biden-administration-is-halting-federal-oil-and-gas-sales/35914063"
"Why the Biden administration is halting federal oil and gas sales","KCRA 3 Sacramento","2 days ago","President Joe Biden shut down oil and gas lease sales from the nation’s vast public lands and waters...","https://www.kcra.com/article/why-the-biden-administration-is-halting-federal-oil-and-gas-sales/35914063"
"Crude Oil Prices Higher in Choppy Trade as Europe, India Demand Fears Weigh By Investing.com","Investing.com","7 days ago","Crude oil prices were generally higher in choppy early trading in the U.S. on Friday, after the...","https://ca.investing.com/news/commodities-news/crude-oil-prices-higher-in-choppy-trade-as-europe-india-demand-fears-weigh-2389409"
"Crude Oil Prices Higher in Choppy Trade as Europe, India Demand Fears Weigh By Investing.com","Investing.com","7 days ago","Crude oil prices were generally higher in choppy early trading in the U.S. on Friday, after the...","https://uk.investing.com/news/commodities-news/crude-oil-prices-higher-in-choppy-trade-as-europe-india-demand-fears-weigh-2328589"
"13 states sue to undo Biden pause on US oil & gas lease sales","Tacoma News Tribune","1 day ago","Louisiana and a dozen other states are suing the Biden administration to end a suspension of oil and...","https://www.thenewstribune.com/news/business/article250172305.html"
"13 states sue to undo Biden pause on US oil & gas lease sales","The San Luis Obispo Tribune","1 day ago","Louisiana and a dozen other states are suing the Biden administration to end a suspension of oil and...","https://www.sanluisobispo.com/news/business/article250172305.html"
"In shift, oil industry group backs federal price on carbon","KAAL Austin","3 hours ago","The reversal comes as the Biden administration made tackling climate change a top priority, moving...","https://www.kaaltv.com/business-news/in-shift-oil-industry-group-backs-federal-price-on-carbon/6053532/?cat=10237"
"States sue to undo Biden pause on US oil & gas lease sales","NBC 10 - FOX 14 Monroe","1 day ago","NEW ORLEANS (AP) — Louisiana and a dozen other states are suing the Biden administration to end a...","https://www.myarklamiss.com/news/louisiana-politics/states-sue-to-undo-biden-pause-on-us-oil-gas-lease-sales/"
"Saudi oil giant Aramco reports 30% drop in payments to state","San Francisco Chronicle","3 days ago","Saudi Arabia’s state-backed oil giant Aramco paid the Saudi government 30% less in taxes in 2020,...","https://www.sfgate.com/news/article/Saudi-oil-giant-Aramco-reports-30-drop-in-16043299.php"
"Saudi oil giant Aramco reports 30% drop in payments to state","Houston Chronicle","3 days ago","Saudi Arabia’s state-backed oil giant Aramco paid the Saudi government 30% less in taxes in 2020,...","https://www.chron.com/news/article/Saudi-oil-giant-Aramco-reports-30-drop-in-16043299.php"
"States sue in an effort to undo Biden administration pause on US oil & gas lease sales","WCNC Charlotte","1 day ago","Thirteen states sued the Biden administration Wednesday to end a suspension of new oil and gas...","https://www.wcnc.com/article/news/nation-world/states-sue-undo-biden-pause-us-oil-gas-lease-sales/507-0789fd28-fd55-465a-ac03-ed9eb2f6ce48"
"States sue in an effort to undo Biden administration pause on US oil & gas lease sales","WCSH 6 Portland","1 day ago","Thirteen states sued the Biden administration Wednesday to end a suspension of new oil and gas...","https://www.newscentermaine.com/article/news/nation-world/states-sue-undo-biden-pause-us-oil-gas-lease-sales/507-0789fd28-fd55-465a-ac03-ed9eb2f6ce48"
"States sue in an effort to undo Biden administration pause on US oil & gas lease sales","KREM.com Spokane","1 day ago","Thirteen states sued the Biden administration Wednesday to end a suspension of new oil and gas...","https://www.krem.com/article/news/nation-world/states-sue-undo-biden-pause-us-oil-gas-lease-sales/507-0789fd28-fd55-465a-ac03-ed9eb2f6ce48"
"States sue in an effort to undo Biden administration pause on US oil & gas lease sales","WTHR Indianapolis","1 day ago","Thirteen states sued the Biden administration Wednesday to end a suspension of new oil and gas...","https://www.wthr.com/article/news/nation-world/states-sue-undo-biden-pause-us-oil-gas-lease-sales/507-0789fd28-fd55-465a-ac03-ed9eb2f6ce48"
"How oil companies ruined the planet and saddled earthlings with the bill","Mic","6 days ago","Oil and gas companies are making a mess of the planet, not just by feeding our fossil fuel...","https://www.mic.com/p/how-oil-companies-ruined-the-planet-saddled-earthlings-with-the-bill-67015224"
"As Biden Launches Oil Drilling Review, Leaseholders Say Idle Land Part of Doing Business","US News & World Report","11 hours ago","Such companies and individuals that have stockpiled vast amounts of public drilling acreage in...","https://www.usnews.com/news/top-news/articles/2021-03-25/as-biden-launches-oil-drilling-review-leaseholders-say-idle-land-part-of-doing-business"
"As Europe tightens lockdowns, OPEC+ to keep oil taps tight – sources","KFGO","1 day ago","By Alex Lawler and Ahmad Ghaddar LONDON (Reuters) - With oil prices making steady gains earlier this...","https://kfgo.com/2021/03/24/as-europe-tightens-lockdowns-opec-to-keep-oil-taps-tight-sources/"
"States sue to undo Biden pause on US oil & gas lease sales","The Fresno Bee","1 day ago","Thirteen states sued the Biden administration Wednesday to end a suspension of new oil and gas...","https://www.fresnobee.com/news/business/article250172305.html"
"Global edible oil prices near their peak, but retreat may be slow – analysts","KFGO","1 day ago","By Mei Mei Chu and Gavin Maguire KUALA LUMPUR (Reuters) - Global edible oil prices are nearing their...","https://kfgo.com/2021/03/24/global-edible-oil-prices-near-their-peak-but-retreat-may-be-slow-analysts/"
"China says will safeguard Iran oil deal, defend Sino-Iran relations","Reuters","14 hours ago","China will make efforts to safeguard its Iran oil deal and defend legitimate interests of Sino-Iran...","https://www.reuters.com/article/us-china-iran-idUSKBN2BH0V2"
"Energy transition risks political strife in oil-producing states: report","Reuters via Yahoo Finance","18 hours ago","The transition towards green energy imperils oil-producing states that have lagged in diversifying...","https://finance.yahoo.com/news/energy-transition-risks-political-strife-040248909.html"
"3 Oil Stocks to Buy After the Selloff","Barron s Online","1 day ago","For investors who are worried they missed the big oil rally, the latest drop in prices may offer another entry point. Oil prices have fallen in the past...","https://www.barrons.com/articles/3-oil-stocks-to-buy-after-the-selloff-51616598809"
"Texas oil company agrees to fine for Wyoming spill","Bradenton Herald","1 day ago","A Texas oil company has agreed to pay a $115,000 fine after spilling almost 20,000 gallons of wastewater and crude in western Wyoming.","https://www.bradenton.com/news/business/article250183395.html"
"Texas oil company agrees to fine for Wyoming spill","The Olympian","1 day ago","A Texas oil company has agreed to pay a $115,000 fine after spilling almost 20,000 gallons of wastewater and crude in western Wyoming.","https://www.theolympian.com/news/business/article250183395.html"
"EXPLAINER: Why is Biden halting federal oil and gas sales?","Modesto Bee","2 days ago","President Joe Biden shut down oil and gas lease sales from the nation’s vast public lands and waters...","https://www.modbee.com/news/article250143154.html"
"EXPLAINER: Why is Biden halting federal oil and gas sales?","The Biloxi Sun Herald","2 days ago","President Joe Biden shut down oil and gas lease sales from the nation’s vast public lands and waters...","https://www.sunherald.com/news/business/article250143154.html"
"EXPLAINER: Why is Biden halting federal oil and gas sales?","The Sacramento Bee","2 days ago","President Joe Biden shut down oil and gas lease sales from the nation’s vast public lands and waters...","https://www.sacbee.com/news/article250143154.html"
"EXPLAINER: Why is Biden halting federal oil and gas sales?","The Kansas City Star","2 days ago","President Joe Biden shut down oil and gas lease sales from the nation’s vast public lands and waters...","https://www.kansascity.com/news/article250143154.html"
"EXPLAINER: Why is Biden halting federal oil and gas sales?","Tri-City Herald","2 days ago","President Joe Biden shut down oil and gas lease sales from the nation’s vast public lands and waters...","https://www.tri-cityherald.com/news/business/health-care/article250143154.html"
"Saudi oil giant Aramco reports 30% drop in payments to state","seattlepi.com","3 days ago","Saudi Arabia’s state-backed oil giant Aramco paid the Saudi government 30% less in taxes in 2020,...","https://www.seattlepi.com/news/article/Saudi-oil-giant-Aramco-reports-30-drop-in-16043299.php"
"States sue in an effort to undo Biden administration pause on US oil & gas lease sales","KING5 Seattle","1 day ago","Thirteen states sued the Biden administration Wednesday to end a suspension of new oil and gas...","https://www.king5.com/article/news/nation-world/states-sue-undo-biden-pause-us-oil-gas-lease-sales/507-0789fd28-fd55-465a-ac03-ed9eb2f6ce48"
"States sue in an effort to undo Biden administration pause on US oil & gas lease sales","13 News, WVEC Hampton Roads","1 day ago","Thirteen states sued the Biden administration Wednesday to end a suspension of new oil and gas leases on federal land and water and to reschedule canceled sales of leases ...","https://www.13newsnow.com/article/news/nation-world/states-sue-undo-biden-pause-us-oil-gas-lease-sales/507-0789fd28-fd55-465a-ac03-ed9eb2f6ce48"
"States sue in an effort to undo Biden administration pause on US oil & gas lease sales","KSDK St. Louis","1 day ago","Thirteen states sued the Biden administration Wednesday to end a suspension of new oil and gas...","https://www.ksdk.com/article/news/nation-world/states-sue-undo-biden-pause-us-oil-gas-lease-sales/507-0789fd28-fd55-465a-ac03-ed9eb2f6ce48"
"States sue in an effort to undo Biden administration pause on US oil & gas lease sales","WTSP-TV Tampa","1 day ago","Thirteen states sued the Biden administration Wednesday to end a suspension of new oil and gas...","https://www.wtsp.com/article/news/nation-world/states-sue-undo-biden-pause-us-oil-gas-lease-sales/507-0789fd28-fd55-465a-ac03-ed9eb2f6ce48"
"States sue in an effort to undo Biden administration pause on US oil & gas lease sales","KIII Corpus Christi","1 day ago","Thirteen states sued the Biden administration Wednesday to end a suspension of new oil and gas...","https://www.kiiitv.com/article/news/nation-world/states-sue-undo-biden-pause-us-oil-gas-lease-sales/507-0789fd28-fd55-465a-ac03-ed9eb2f6ce48"
"Largest U.S. oil lobby backs carbon pricing in place of tougher regulation","MarketWatch","4 hours ago","The American Petroleum Institute, the largest fossil-fuel lobby, is joining the call for pricing...","https://www.marketwatch.com/story/largest-oil-lobby-backs-carbon-pricing-in-place-of-tougher-regulation-11616693580?siteid=yhoof2&yptr=yahoo"
"Fitch Affirms OIL at 'BBB-'; Outlook Negative","Investing.com","7 days ago","Fitch has also affirmed OIL's subsidiary Oil India International Pte. Ltd.'s (OIIPL) Long-Term Foreign-Currency IDR and the rating on its US dollar...","https://in.investing.com/news/fitch-affirms-oil-at-bbb-outlook-negative-2654102"
"Saudi oil giant Aramco reports 30% drop in payments to state","Associated Press via Yahoo News","3 days ago","Saudi Arabia’s state-backed oil giant Aramco paid the Saudi government 30% less in taxes in 2020,...","https://news.yahoo.com/saudi-oil-giant-aramco-reports-114552741.html"
"Saudi oil giant Aramco reports 30% drop in payments to state","Westport News","3 days ago","Saudi Arabia’s state-backed oil giant Aramco paid the Saudi government 30% less in taxes in 2020,...","https://www.westport-news.com/news/article/Saudi-oil-giant-Aramco-reports-30-drop-in-16043299.php"
"States sue to undo Biden pause on US oil & gas lease sales","Minneapolis-St. Paul Star Tribune","1 day ago","Thirteen states sued the Biden administration Wednesday to end a suspension of new oil and gas leases on federal land and water and to reschedule canceled sales of leases ...","https://www.startribune.com/states-sue-to-undo-biden-pause-on-us-oil-gas-lease-sales/600038061/"
"Indian Refiners Grab New Oil Supply to Cut Mideast Reliance","Bloomberg","2 days ago","Refiners in the third-biggest oil importer are snapping up more cargoes from outside the Middle East...","https://www.bloomberg.com/news/articles/2021-03-24/indian-refiners-grab-new-oil-supplies-to-cut-mideast-dependence"
"Apple Now World’s Most Profitable Business, Taking a Bite Out of Saudi Oil Company’s Legacy","GoBankingRates via AOL","3 days ago","Saudi Arabia’s state-backed oil company Saudi Aramco lost the title of world’s most profitable...","https://www.aol.com/apple-now-world-most-profitable-202002168.html"
"Apple Now World’s Most Profitable Business, Taking a Bite Out of Saudi Oil Company’s Legacy","GOBankingRates via Yahoo Finance","3 days ago","Saudi Arabia’s state-backed oil company Saudi Aramco lost the title of world’s most profitable...","https://finance.yahoo.com/news/apple-now-world-most-profitable-202002731.html"
"Factbox: What does the Suez Canal blockage mean for oil shipments?","Reuters via Yahoo Finance","6 hours ago","Of the 39.2 million barrels per day (bpd) of crude oil imported by seaborne methods in 2020, 1.74...","https://finance.yahoo.com/news/factbox-does-suez-canal-blockage-155023215.html"
"Equities, Oil Prices Fall on Concerns Over Europe COVID-19 Surge","US News & World Report","3 days ago","NEW YORK (Reuters) -World equity benchmarks and oil prices drifted lower on Tuesday while safe-haven...","https://money.usnews.com/investing/news/articles/2021-03-22/asian-shares-follow-wall-st-advance-as-inflation-panic-eases"
"14 US states sue Biden administration over oil and gas leasing pause","FOX Business","1 day ago","Fourteen U.S. states including Louisiana and Wyoming filed suit on Wednesday against President Joe...","https://www.foxbusiness.com/energy/fourteen-us-states-sue-biden-administration-over-oil-and-gas-leasing-pause"
"Dow slides late in session, stocks book 2-day losing streak despite oil price rebound","Morningstar","1 day ago","U.S. stocks closed lower Wednesday, giving up earlier gains, even as investors focused on rebounding oil prices, some slippage in benchmark Treasury yields, and a brighter ...","https://www.morningstar.com/news/marketwatch/20210324607/dow-slides-late-in-session-stocks-book-2-day-losing-streak-despite-oil-price-rebound"
"States sue to undo Biden pause on US oil & gas lease sales","KTTC Rochester","1 day ago","Louisiana and a dozen other states are suing the Biden administration to end a suspension of oil and...","https://kttc.com/2021/03/24/states-sue-to-undo-biden-pause-on-us-oil-gas-lease-sales/"
"Saudi oil giant Aramco reports 30% drop in payments to state","WSLS Newschannel 10 Roanoke","3 days ago","Saudi Arabia’s state-backed oil giant Aramco paid the Saudi government 30% less in taxes in 2020,...","https://www.wsls.com/business/2021/03/22/saudi-oil-giant-aramco-reports-30-drop-in-payments-to-state/"
"Saudi oil giant Aramco reports 30% drop in payments to state","WJXT Jacksonville","3 days ago","Saudi Arabia’s state-backed oil giant Aramco paid the Saudi government 30% less in taxes in 2020,...","https://www.news4jax.com/business/2021/03/22/saudi-oil-giant-aramco-reports-30-drop-in-payments-to-state/"
"Crude Oil Price Update – Main Trend Down; Pivot at $62.36 Nearest Resistance, Followed by $63.04 –...","FX Empire via Yahoo Finance","3 days ago","U.S. West Texas Intermediate crude oil futures are edging lower early Tuesday on increasing concerns...","https://finance.yahoo.com/news/crude-oil-price-main-trend-052644176.html"
"U.S. Thirst for Russian Oil Hits Record High Despite Tough Talk","Bloomberg","2 days ago","The sprawling complex, which belongs to Exxon Mobil Corp., isn’t the only U.S. refinery that’s been...","https://www.bloomberg.com/news/articles/2021-03-24/russia-oil-demand-hits-record-high-in-u-s-amid-rising-tensions"
"VEGOILS-Palm inches lower on cheaper crude oil, tight supplies limits losses","Investing.com","17 hours ago","VEGOILS-Palm inches lower on cheaper crude oil, tight supplies limits losses","https://in.investing.com/news/vegoilspalm-inches-lower-on-cheaper-crude-oil-tight-supplies-limits-losses-2660825"
"Saudi Oil Giant Aramco Reports 44% Profit Slump In 2020 Amid Coronavirus Pandemic","89.7 WKSU","4 days ago","Saudi Arabia's state-backed oil giant Aramco saw its profit tumble by 44% last year, as coronavirus...","https://www.wksu.org/npr-news/2021-03-21/saudi-oil-giant-aramco-reports-44-profit-slump-in-2020-amid-coronavirus-pandemic"
"Africa can play central role in India's oil diversification, says minister","Reuters via Yahoo News","1 day ago","African nations could play a central role in efforts by India to diversify its sources of oil and...","https://news.yahoo.com/africa-play-central-role-indias-140028818.html"
"Deforestation and Palm Oil Plantations Are Fueling a Disease Boom, Study Suggests","Gizmodo","1 day ago","New research presents evidence that activities such as deforestation, building palm oil plantations,...","https://earther.gizmodo.com/deforestation-and-palm-oil-plantations-are-fueling-a-di-1846543313"
"""CleanOnGreen"" Echo Production & PureLine sign JV to clean oil production wastewater for non-edible...","Morningstar","1 day ago","Echo's ""CleanOnGreen"" is the company's ESG initiative to treat oil field wastewater. It is Anne's objective to treat Echo's produced wastewater so that farmers could have an abundance of water for non-edible crops such as cotton.","https://www.morningstar.com/news/pr-newswire/20210324da21173/cleanongreen-echo-production-pureline-sign-jv-to-clean-oil-production-wastewater-for-non-edible-agriculture-production"
"States sue to undo Biden pause on US oil and gas lease sales","Chattanooga Times Free Press","14 hours ago","Thirteen states sued the Biden administration Wednesday to end a suspension of new oil and gas...","https://www.timesfreepress.com/news/breakingnews/story/2021/mar/25/states-sue-undo-biden-pause-us-oil-gas-lease-sales/543854/"
"Saudi oil giant Aramco reports 30% drop in payments to state","MSN News","3 days ago","DUBAI, United Arab Emirates — Saudi Arabia’s state-backed oil giant Aramco paid the Saudi government...","https://www.msn.com/en-ca/money/topstories/saudi-oil-giant-aramco-reports-30-drop-in-payments-to-state/ar-BB1eQ3Qj"
"Saudi oil giant Aramco reports 30% drop in payments to state","Houston Chronicle","3 days ago","Saudi Arabia’s state-backed oil giant Aramco paid the Saudi government 30% less in taxes in 2020,...","https://www.chron.com/business/article/Saudi-oil-giant-Aramco-reports-30-drop-in-16043299.php"
"In shift, oil industry group backs federal price on carbon","WKMG ClickOrlando","3 hours ago","Thirteen states sued the Biden administration Wednesday, March 24, 2021 to end a suspension of new ...","https://www.clickorlando.com/news/politics/2021/03/25/in-shift-oil-industry-group-backs-federal-price-on-carbon/"
"In shift, oil industry group backs federal price on carbon","WSLS Newschannel 10 Roanoke","3 hours ago","Thirteen states sued the Biden administration Wednesday, March 24, 2021 to end a suspension of new ...","https://www.wsls.com/news/politics/2021/03/25/in-shift-oil-industry-group-backs-federal-price-on-carbon/"
"Pemex Talks With Talos Over Zama Oil Field May Miss Deadline","Bloomberg","1 day ago","Talks between Petroleos Mexicanos and a group of foreign companies over how to develop the giant...","https://www.bloomberg.com/news/articles/2021-03-24/pemex-talks-with-talos-over-zama-oil-field-may-miss-deadline"
"Dow pares gain, S&P 500 flat in afternoon trade despite rebound in oil prices","Morningstar","1 day ago","U.S. stocks were mixed Wednesday afteroon, even as investors focused on rebounding oil prices, a pause on rising benchmark Treasury yields and a brighter outlook for the economy ...","https://www.morningstar.com/news/marketwatch/20210324535/dow-pares-gain-sp-500-flat-in-afternoon-trade-despite-rebound-in-oil-prices"
"EXPLAINER: Why Is Biden Halting Federal Oil and Gas Sales?","US News & World Report","2 days ago","President Joe Biden shut down oil and gas lease sales from the nation’s vast public lands and waters...","https://www.usnews.com/news/politics/articles/2021-03-23/explainer-why-is-biden-halting-federal-oil-and-gas-sales"
"""CleanOnGreen"" Echo Production & PureLine Sign JV To Clean Oil Production Wastewater For Non-edible...","TheStreet.com","1 day ago","GRAHAM, Texas, March 24, 2021 /PRNewswire/ -- Echo's ""CleanOnGreen"" is the company's ESG initiative to treat oil field wastewater. ""For decades, the O&G","https://www.thestreet.com/press-releases/-quot-cleanongreen-quot-echo-production-amp-pureline-sign-jv-to-clean-oil-production-wastewater-for-non-edible-agriculture-production-15605414"
"States sue to undo Biden pause on US oil & gas lease sales","The Olympian","1 day ago","Louisiana and a dozen other states are suing the Biden administration to end a suspension of oil and gas leasing on federal lands and waters.","https://www.theolympian.com/news/business/article250172305.html"
"States sue to undo Biden pause on US oil & gas lease sales","Bradenton Herald","1 day ago","Louisiana and a dozen other states are suing the Biden administration to end a suspension of oil and gas leasing on federal lands and waters.","https://www.bradenton.com/news/business/article250172305.html"
"States sue to undo Biden pause on US oil & gas lease sales","The Fairfield Citizen","1 day ago","The suit specifically seeks an order that the government go ahead with a sale of oil and gas leases in the Gulf of Mexico that had been scheduled for March 17 until it was ...","https://www.fairfieldcitizenonline.com/news/article/States-sue-to-undo-Biden-pause-on-US-oil-gas-16049856.php"
"As Europe tightens lockdowns, OPEC+ to keep oil taps tight – sources","WHTC 1450 Holland","1 day ago","By Alex Lawler and Ahmad Ghaddar LONDON (Reuters) - With oil prices making steady gains earlier this...","https://whtc.com/2021/03/24/as-europe-tightens-lockdowns-opec-to-keep-oil-taps-tight-sources/"
"Canada predicts largest oil province Alberta to lead growth in renewables","Reuters","3 days ago","Canada’s biggest oil-producing province Alberta is expected to see the fastest growth in renewable...","https://www.reuters.com/article/us-canada-renewables-idUSKBN2BF0H8"
"Stocks End Down, Nasdaq Drops and Oil Prices Rally","TheStreet.com","1 day ago","Stocks finished lower on Wednesday as bond yields steadied and oil prices rebounded after the Suez Canal was blocked by a huge container ship that ran aground. The Dow Jones ...","https://www.thestreet.com/markets/stock-market-dow-jones-nasdaq-tech-bonds-oil-bitcoin-032421?puc=yahoo&cm_ven=YAHOO&yptr=yahoo"
"The Dow Slipped Only 3 Points Because Oil Prices Lifted Value Stocks","Barrons.com","1 day ago","Equities were mixed, with value stocks up significantly. The price of oil popped, and economic data...","https://www.barrons.com/articles/why-was-the-stock-market-down-today-oil-was-higher-but-tech-crumpled-51616620150?siteid=yhoof2&yptr=yahoo"
"States sue to undo Biden pause on US oil & gas lease sales","Northland's News Center","1 day ago","Louisiana and a dozen other states are suing the Biden administration to end a suspension of oil and...","https://kbjr6.com/2021/03/24/states-sue-to-undo-biden-pause-on-us-oil-gas-lease-sales/"
"States sue to undo Biden pause on US oil & gas lease sales","WXOW 19 La Crosse","1 day ago","Louisiana and a dozen other states are suing the Biden administration to end a suspension of oil and gas leasing on federal lands and waters. Louisiana’s Republican Attorney ...","https://wxow.com/2021/03/24/states-sue-to-undo-biden-pause-on-us-oil-gas-lease-sales/"
"Equities Trade Mixed, Oil Rebounds on Suez Canal Disruptions | Investing.com","Investing.com","9 hours ago","EU shares gained somewhat yesterday as Eurozone’s preliminary PMIs showed a return into expansion....","https://www.investing.com/analysis/equities-trade-mixed-oil-rebounds-on-suez-canal-disruptions-200569402"
"Saudi oil giant Aramco reports 30% drop in payments to state","WKMG ClickOrlando","3 days ago","Saudi Arabia’s state-backed oil giant Aramco paid the Saudi government 30% less in taxes in 2020,...","https://www.clickorlando.com/business/2021/03/22/saudi-oil-giant-aramco-reports-30-drop-in-payments-to-state/"
"Explainer: Why is Biden halting federal oil and gas sales?","Pittsburgh Tribune-Review","2 days ago","President Joe Biden shut down oil and gas lease sales from the nation’s vast public lands and waters...","https://triblive.com/news/world/explainer-why-is-biden-halting-federal-oil-and-gas-sales/"
"CANADA FX DEBT-Canadian dollar edges higher as oil prices rise By Reuters","Investing.com","2 days ago","CANADA FX DEBT-Canadian dollar edges higher as oil prices rise","https://ca.investing.com/news/forex-news/canada-fx-debtcanadian-dollar-edges-higher-as-oil-prices-rise-2393386"
"Russia, an oil giant, goes big on timber","AFP via Yahoo News","2 days ago","In a dense forest northeast of Moscow, logging machines cut down rows of trees as Russia taps foreign demand for its wood as part of efforts to reduce...","https://news.yahoo.com/russia-oil-giant-goes-big-041232259.html"
"Fourteen states sue Biden administration over oil and gas leasing pause","MSN News","1 day ago","Fourteen states filed suits on Wednesday against President Joe Biden's administration to challenge...","https://www.msn.com/en-us/news/world/fourteen-states-sue-biden-administration-over-oil-and-gas-leasing-pause/vi-BB1eVnUi"
"Saudi Aramco Sees Profit Fall Nearly 45% On Lower Oil Demand","Benzinga","4 days ago","The world’s largest oil exporter saw net income drop sharply last year, reflecting turmoil in oil...","https://www.benzinga.com/news/21/03/20268944/saudi-aramco-sees-profit-fall-nearly-45-on-lower-oil-demand"
"Saudi oil giant Aramco reports 30% drop in payments to state","Springfield News-Sun","3 days ago","Saudi Arabia’s state-backed oil giant Aramco paid the Saudi government 30% less in taxes in 2020,...","https://www.springfieldnewssun.com/nation-world/saudi-oil-giant-aramco-reports-30-drop-in-payments-to-state/QFVNOLYLLZACRJBVWOYXJN5DDM/"
"Saudi oil giant Aramco reports 30% drop in payments to state","Dayton Daily News","3 days ago","Saudi Arabia’s state-backed oil giant Aramco paid the Saudi government 30% less in taxes in 2020,...","https://www.daytondailynews.com/nation-world/saudi-oil-giant-aramco-reports-30-drop-in-payments-to-state/QFVNOLYLLZACRJBVWOYXJN5DDM/"
"Oil hits skids, drops 7% on worsening outlook for coronavirus in Europe","StreetInsider","7 days ago","Several large European economies have had to reimpose lockdowns as caseloads rise, while vaccination programs are slowing due to concerns about side effects of the AstraZeneca vaccine that was ...","https://www.streetinsider.com/Commodities/Oil+hits+skids%2C+drops+7%25+on+worsening+outlook+for+coronavirus+in+Europe/18144772.html"
"Stocks slide on 'fragile' mood; oil surges after steep loss By Reuters","Investing.com","2 days ago","Stocks slide on 'fragile' mood; oil surges after steep loss","https://au.investing.com/news/stock-market-news/stocks-slide-on-fragile-mood-oil-surges-after-steep-loss-2315631"
"States sue to undo Biden pause on US oil & gas lease sales","Houston Chronicle","20 hours ago","The suit specifically seeks an order that the government go ahead with a sale of oil and gas leases...","https://www.chron.com/news/article/States-sue-to-undo-Biden-pause-on-US-oil-gas-16049856.php"
"EXPLAINER: Why is Biden halting federal oil and gas sales?","Las Vegas Sun","2 days ago","President Joe Biden shut down oil and gas lease sales from the nation’s vast public lands and waters in his first days in office, citing worries about climate change. Now ...","https://lasvegassun.com/news/2021/mar/23/explainer-why-is-biden-halting-federal-oil-and-gas/"
"States sue to undo Biden pause on US oil & gas lease sales","Albuquerque Journal","1 day ago","Thirteen states sued the Biden administration Wednesday to end a suspension of new oil and gas...","https://www.abqjournal.com/2373017/states-sue-to-undo-biden-pause-on-us-oil-gas-lease-sales.html"
"EXPLAINER: Why is Biden halting federal oil and gas sales?","Tacoma News Tribune","2 days ago","President Joe Biden shut down oil and gas lease sales from the nation’s vast public lands and waters...","https://www.thenewstribune.com/news/business/article250143154.html"
"EXPLAINER: Why is Biden halting federal oil and gas sales?","The Charlotte Observer","2 days ago","President Joe Biden shut down oil and gas lease sales from the nation’s vast public lands and waters...","https://www.charlotteobserver.com/news/article250143154.html"
"EXPLAINER: Why is Biden halting federal oil and gas sales?","The Myrtle Beach Sun News","2 days ago","President Joe Biden shut down oil and gas lease sales from the nation’s vast public lands and waters...","https://www.myrtlebeachonline.com/news/article250143154.html"
